Owner,Repository,Stars,Created At,Last Updated,Primary Language,Releases,Open Issues,Closed Issues,Closed Issues Ratio,Merged Pull Requests
fastify,fastify,34440,2016-09-28T19:10:14Z,2025-08-29T09:11:39Z,JavaScript,298,78,2015,0.96,3136
chenfei-wu,TaskMatrix,34402,2023-03-02T09:04:28Z,2025-08-29T05:44:41Z,Python,0,221,136,0.38,21
huiyadanli,RevokeMsgPatcher,34401,2019-07-21T15:12:52Z,2025-08-29T13:09:15Z,C#,21,45,857,0.95,11
netty,netty,34384,2010-11-09T09:22:21Z,2025-08-29T13:41:53Z,Java,0,611,6107,0.91,4440
nodejs,node-v0.x-archive,34379,2009-05-27T16:29:46Z,2025-08-29T08:31:01Z,Unknown,0,0,6379,1.00,218
ManimCommunity,manim,34358,2020-05-19T02:37:13Z,2025-08-29T14:19:42Z,Python,29,375,1308,0.78,1926
fxsjy,jieba,34356,2012-09-29T07:52:01Z,2025-08-29T08:33:24Z,Python,9,637,229,0.26,96
jaredpalmer,formik,34291,2017-06-14T19:50:59Z,2025-08-29T09:48:19Z,TypeScript,196,702,1558,0.69,829
karpathy,LLM101n,34287,2024-05-27T00:23:38Z,2025-08-29T09:12:08Z,Unknown,0,0,0,0.00,0
portainer,portainer,34252,2016-05-19T20:15:28Z,2025-08-29T14:21:51Z,TypeScript,163,617,5283,0.90,4778
xitu,gold-miner,34248,2015-11-04T03:29:13Z,2025-08-29T10:53:58Z,Unknown,0,9,5592,1.00,3563
myshell-ai,OpenVoice,34231,2023-11-29T12:17:01Z,2025-08-29T11:54:55Z,Python,0,252,67,0.21,17
geekan,HowToLiveLonger,34225,2022-04-16T04:15:18Z,2025-08-29T12:40:06Z,Unknown,0,35,103,0.75,14
llvm,llvm-project,34199,2016-12-07T09:39:33Z,2025-08-29T14:13:25Z,LLVM,137,26377,60332,0.70,56462
zenorocha,clipboard.js,34157,2015-09-18T23:04:55Z,2025-08-29T09:11:37Z,JavaScript,42,11,618,0.98,117
solidjs,solid,34142,2018-04-24T16:36:27Z,2025-08-29T11:37:39Z,TypeScript,35,101,996,0.91,385
anoma,anoma,34073,2021-02-02T10:00:16Z,2025-08-29T12:46:49Z,Elixir,10,121,578,0.83,856
jaywcjlove,linux-command,34063,2016-11-12T15:44:26Z,2025-08-29T10:21:51Z,Markdown,31,74,133,0.64,359
testerSunshine,12306,34050,2017-05-17T12:23:40Z,2025-08-29T09:34:49Z,Python,1,225,466,0.67,31
typicode,husky,34048,2014-06-23T12:14:21Z,2025-08-29T10:21:47Z,JavaScript,80,73,1016,0.93,262
atlassian,react-beautiful-dnd,34034,2017-08-09T03:37:15Z,2025-08-29T13:22:38Z,JavaScript,68,572,1045,0.65,530
laravel,framework,34019,2013-01-10T21:27:28Z,2025-08-29T14:17:52Z,PHP,860,41,18844,1.00,16678
python-poetry,poetry,33884,2018-02-28T15:23:47Z,2025-08-29T13:07:31Z,Python,142,519,5717,0.92,2335
xkcoding,spring-boot-demo,33864,2017-11-10T06:27:29Z,2025-08-29T10:17:33Z,Java,0,100,73,0.42,15
geekcomputers,Python,33814,2011-11-30T09:04:08Z,2025-08-29T13:38:16Z,Python,0,339,149,0.31,1857
zsh-users,zsh-autosuggestions,33701,2013-10-26T16:09:37Z,2025-08-29T12:50:59Z,Shell,0,154,458,0.75,116
deepseek-ai,awesome-deepseek-integration,33668,2024-01-11T02:43:17Z,2025-08-29T10:06:50Z,Unknown,0,88,40,0.31,230
halfrost,LeetCode-Go,33656,2017-07-18T00:06:14Z,2025-08-29T09:07:52Z,Go,4,16,64,0.80,178
shadowsocks,shadowsocks,33653,2012-04-20T13:10:49Z,2025-08-29T14:14:53Z,Python,2,0,0,0.00,70
Blankj,AndroidUtilCode,33627,2016-07-30T18:18:32Z,2025-08-29T14:13:28Z,Java,117,309,1280,0.81,88
alibaba,easyexcel,33600,2018-02-06T03:14:08Z,2025-08-29T10:18:10Z,Java,14,489,3131,0.86,190
TheAlgorithms,JavaScript,33561,2017-07-13T06:12:33Z,2025-08-29T14:16:11Z,JavaScript,0,9,200,0.96,795
zxing,zxing,33554,2011-10-12T14:07:27Z,2025-08-29T09:20:32Z,Java,31,4,1322,1.00,324
AFNetworking,AFNetworking,33543,2011-05-31T21:28:44Z,2025-08-29T10:39:31Z,Objective-C,40,0,0,0.00,710
ShareX,ShareX,33533,2013-10-08T23:32:10Z,2025-08-29T10:30:52Z,C#,83,522,6381,0.92,751
aseprite,aseprite,33524,2014-08-19T23:44:50Z,2025-08-29T14:18:19Z,C++,118,1788,2514,0.58,416
mattermost,mattermost,33492,2015-06-15T06:50:02Z,2025-08-29T12:57:26Z,TypeScript,847,673,8381,0.93,19286
veggiemonk,awesome-docker,33490,2014-09-21T17:01:48Z,2025-08-29T13:29:48Z,Unknown,1,3,127,0.98,940
exelban,stats,33416,2019-05-29T19:24:56Z,2025-08-29T13:14:07Z,Swift,303,23,2166,0.99,410
ryanhanwu,How-To-Ask-Questions-The-Smart-Way,33404,2015-03-28T16:52:40Z,2025-08-29T12:47:47Z,JavaScript,0,9,20,0.69,98
ehang-io,nps,33340,2018-11-04T13:22:51Z,2025-08-29T09:32:10Z,Go,59,503,697,0.58,74
Pythagora-io,gpt-pilot,33326,2023-08-16T11:56:07Z,2025-08-29T10:45:35Z,Python,0,236,314,0.57,393
jax-ml,jax,33302,2018-10-25T21:25:02Z,2025-08-29T14:07:48Z,Python,126,1602,4887,0.75,15218
XX-net,XX-Net,33301,2015-01-15T09:35:51Z,2025-08-29T05:11:07Z,Python,390,7918,5407,0.41,363
danielmiessler,Fabric,33229,2024-01-03T23:18:31Z,2025-08-29T13:30:21Z,JavaScript,256,77,667,0.90,443
PatrickJS,awesome-cursorrules,33194,2024-09-16T15:38:38Z,2025-08-29T14:09:33Z,MDX,0,34,8,0.19,65
carbon-language,carbon-lang,33174,2020-04-27T21:45:16Z,2025-08-29T13:01:32Z,C++,418,156,560,0.78,4371
mifi,lossless-cut,33173,2016-10-30T10:49:56Z,2025-08-29T14:20:20Z,TypeScript,100,207,1428,0.87,202
adobe,brackets,33157,2011-12-07T21:14:40Z,2025-08-28T12:52:30Z,JavaScript,69,2617,7063,0.73,4332
harness,harness,33149,2014-02-07T07:54:44Z,2025-08-29T11:38:12Z,Go,53,74,1933,0.96,1047
immutable-js,immutable-js,33064,2014-07-02T06:02:29Z,2025-08-28T07:51:57Z,TypeScript,89,93,1169,0.93,598
gulpjs,gulp,33063,2013-07-04T05:26:06Z,2025-08-28T07:05:28Z,JavaScript,24,29,1908,0.99,411
SeleniumHQ,selenium,33060,2013-01-14T21:40:56Z,2025-08-29T13:12:04Z,Java,108,153,10792,0.99,3036
RSSNext,Folo,33032,2024-04-08T03:23:35Z,2025-08-29T13:59:55Z,TypeScript,71,206,2059,0.91,1263
hashicorp,vault,33016,2015-02-25T00:15:59Z,2025-08-29T14:04:32Z,Go,169,1142,5245,0.82,21305
qishibo,AnotherRedisDesktopManager,33009,2019-01-08T06:01:56Z,2025-08-29T10:28:25Z,JavaScript,53,138,929,0.87,152
YunaiV,ruoyi-vue-pro,33005,2021-01-24T03:18:25Z,2025-08-29T12:42:10Z,Java,44,3,649,1.00,64
bilibili,ijkplayer,33005,2013-06-03T04:12:04Z,2025-08-29T10:27:56Z,C,0,2828,2548,0.47,35
CMU-Perceptual-Computing-Lab,openpose,32967,2017-04-24T14:06:31Z,2025-08-29T10:59:19Z,C++,15,337,1667,0.83,174
lllyasviel,ControlNet,32962,2023-02-01T02:43:30Z,2025-08-29T13:47:01Z,Python,0,431,138,0.24,4
pathwaycom,pathway,32848,2022-11-27T13:01:14Z,2025-08-29T14:17:21Z,Python,76,43,55,0.56,5
shadowsocks,ShadowsocksX-NG,32829,2016-06-10T11:49:00Z,2025-08-29T13:02:12Z,Swift,30,309,1050,0.77,64
bayandin,awesome-awesomeness,32828,2014-07-08T05:44:19Z,2025-08-29T11:17:09Z,Ruby,0,16,52,0.76,197
AmruthPillai,Reactive-Resume,32744,2020-03-25T14:08:22Z,2025-08-29T14:05:07Z,TypeScript,95,324,1248,0.79,633
TheAlgorithms,C-Plus-Plus,32735,2016-07-16T10:19:45Z,2025-08-29T14:15:39Z,C++,0,10,312,0.97,688
lib-pku,libpku,32729,2018-11-22T13:33:06Z,2025-08-29T13:58:00Z,TeX,0,11,32,0.74,22
qbittorrent,qBittorrent,32721,2012-02-04T09:37:46Z,2025-08-29T12:51:35Z,C++,0,2305,14570,0.86,3936
facebookresearch,detectron2,32654,2019-09-05T21:30:20Z,2025-08-29T13:49:20Z,Python,10,465,3091,0.87,0
swc-project,swc,32652,2017-12-22T11:40:14Z,2025-08-29T12:20:49Z,Rust,716,402,3579,0.90,5605
alan2207,bulletproof-react,32601,2021-05-30T14:47:16Z,2025-08-29T13:53:36Z,TypeScript,0,38,77,0.67,70
DataTalksClub,data-engineering-zoomcamp,32503,2021-10-21T09:32:50Z,2025-08-29T13:38:13Z,Jupyter Notebook,0,2,134,0.99,395
pnpm,pnpm,32492,2016-01-28T07:40:43Z,2025-08-29T13:30:25Z,TypeScript,1000,1889,3018,0.62,2683
jqlang,jq,32482,2012-07-18T19:57:25Z,2025-08-29T13:54:38Z,C,15,363,1920,0.84,641
agno-agi,agno,32465,2022-05-04T15:23:02Z,2025-08-29T11:51:14Z,Python,88,128,1155,0.90,1803
drawdb-io,drawdb,32437,2023-07-16T17:09:20Z,2025-08-29T10:56:46Z,JavaScript,0,86,157,0.65,237
pbatard,rufus,32431,2011-11-19T19:12:05Z,2025-08-29T12:14:44Z,C,84,9,2503,1.00,1
certbot,certbot,32419,2014-11-12T02:52:20Z,2025-08-29T06:45:08Z,Python,62,127,5340,0.98,4010
CorentinTh,it-tools,32415,2020-04-05T11:50:24Z,2025-08-29T13:04:45Z,Vue,10,419,201,0.32,491
refinedev,refine,32395,2021-01-20T12:01:32Z,2025-08-29T14:14:18Z,TypeScript,1000,34,1624,0.98,4430
duckdb,duckdb,32389,2018-06-26T15:04:45Z,2025-08-29T13:49:07Z,C++,51,463,5679,0.92,8263
explosion,spaCy,32368,2014-07-03T15:15:40Z,2025-08-29T11:25:40Z,Python,129,169,5550,0.97,3590
xinntao,Real-ESRGAN,32324,2021-07-19T03:23:30Z,2025-08-29T13:31:51Z,Python,10,559,172,0.24,21
ibraheemdev,modern-unix,32323,2021-01-12T00:50:14Z,2025-08-29T14:22:46Z,Unknown,0,53,30,0.36,15
CherryHQ,cherry-studio,32321,2024-05-24T01:56:26Z,2025-08-29T14:16:01Z,TypeScript,194,543,5939,0.92,2005
gchq,CyberChef,32311,2016-11-28T10:34:07Z,2025-08-29T13:56:27Z,JavaScript,447,433,627,0.59,510
pcottle,learnGitBranching,32290,2012-08-13T22:36:09Z,2025-08-29T07:32:24Z,JavaScript,0,49,467,0.91,606
google,material-design-lite,32263,2015-01-14T22:01:33Z,2025-08-28T07:05:49Z,HTML,14,382,1813,0.83,655
ueberdosis,tiptap,32259,2018-08-20T19:58:58Z,2025-08-29T10:47:28Z,TypeScript,899,712,2543,0.78,1261
SerenityOS,serenity,32256,2018-12-02T19:28:41Z,2025-08-29T12:48:10Z,C++,0,726,3524,0.83,19540
beego,beego,32219,2012-02-29T02:32:08Z,2025-08-29T09:46:30Z,Go,42,8,3366,1.00,1325
directus,directus,32218,2012-12-12T01:35:36Z,2025-08-29T14:15:44Z,TypeScript,343,307,9067,0.97,8098
mckaywrigley,chatbot-ui,32179,2023-03-11T14:53:14Z,2025-08-29T13:13:52Z,TypeScript,0,176,817,0.82,280
lizongying,my-tv,32146,2023-12-04T12:18:39Z,2025-08-29T12:26:32Z,C,72,145,774,0.84,11
The-Run-Philosophy-Organization,run,32109,2022-04-10T05:42:40Z,2025-08-29T08:37:00Z,Unknown,0,42,214,0.84,171
balena-io,etcher,32013,2015-10-27T16:53:23Z,2025-08-29T10:26:22Z,TypeScript,289,556,1826,0.77,1731
TabbyML,tabby,32007,2023-03-16T09:18:01Z,2025-08-29T14:05:48Z,Rust,243,208,735,0.78,2971
alibaba,nacos,32000,2018-06-15T06:49:27Z,2025-08-29T12:36:16Z,Java,84,250,8912,0.97,3163
chatanywhere,GPT_API_free,31983,2023-04-23T12:42:08Z,2025-08-29T14:13:51Z,Python,0,26,353,0.93,1
vnpy,vnpy,31948,2015-03-02T03:36:58Z,2025-08-29T14:02:43Z,Python,64,18,2110,0.99,1056
Chanzhaoyu,chatgpt-web,31941,2023-02-09T03:21:37Z,2025-08-29T09:31:56Z,Vue,43,0,1747,1.00,159
anthropics,claude-code,31920,2025-02-22T17:41:21Z,2025-08-29T14:22:52Z,TypeScript,0,2862,3767,0.57,66
yewstack,yew,31908,2017-12-16T14:19:02Z,2025-08-29T07:06:31Z,Rust,35,115,1143,0.91,1804
v2fly,v2ray-core,31869,2019-04-15T10:05:54Z,2025-08-29T13:34:57Z,Go,111,40,1002,0.96,909
vercel,swr,31869,2019-10-28T18:16:01Z,2025-08-29T12:24:41Z,TypeScript,123,142,817,0.85,795
mpv-player,mpv,31852,2012-10-13T08:08:44Z,2025-08-29T12:45:39Z,C,87,909,9650,0.91,3506
ziadoz,awesome-php,31851,2013-11-26T03:14:19Z,2025-08-29T10:41:46Z,Unknown,0,1,152,0.99,453
binarywang,WxJava,31821,2016-01-06T08:24:05Z,2025-08-29T12:47:52Z,Java,30,66,2307,0.97,1053
Trinea,android-open-project,31798,2014-01-05T15:20:15Z,2025-08-29T12:33:58Z,Unknown,0,11,75,0.87,204
shardeum,shardeum,31763,2024-04-16T22:37:25Z,2025-08-29T10:23:11Z,TypeScript,0,5,33,0.87,325
mouredev,Hello-Python,31757,2022-08-03T17:14:53Z,2025-08-29T12:32:41Z,Python,0,20,275,0.93,0
facebookresearch,fairseq,31755,2017-08-29T16:26:12Z,2025-08-29T14:11:04Z,Python,16,1191,3056,0.72,234
RVC-Project,Retrieval-based-Voice-Conversion-WebUI,31710,2023-03-27T09:59:10Z,2025-08-29T14:06:37Z,Python,7,624,1299,0.68,475
zeromicro,go-zero,31700,2020-08-07T15:37:57Z,2025-08-29T12:13:12Z,Go,140,230,1644,0.88,2325
floating-ui,floating-ui,31677,2016-03-29T17:00:47Z,2025-08-29T09:11:38Z,TypeScript,497,27,1430,0.98,1190
hasura,graphql-engine,31673,2018-06-18T07:57:36Z,2025-08-29T09:11:46Z,TypeScript,294,2235,4145,0.65,2110
yunjey,pytorch-tutorial,31666,2017-03-10T07:41:47Z,2025-08-29T14:16:17Z,Python,0,66,114,0.63,28
open-mmlab,mmdetection,31619,2018-08-22T07:06:06Z,2025-08-29T03:43:10Z,Python,53,1752,6746,0.79,2359
qier222,YesPlayMusic,31580,2020-10-09T10:04:21Z,2025-08-29T12:50:30Z,Vue,31,608,1191,0.66,288
remix-run,remix,31571,2020-10-26T19:57:28Z,2025-08-29T14:04:49Z,TypeScript,176,5,2602,1.00,3442
kuchin,awesome-cto,31512,2016-12-16T19:22:18Z,2025-08-29T12:23:49Z,Unknown,0,0,11,1.00,18
niklasvh,html2canvas,31502,2011-07-16T01:05:58Z,2025-08-29T13:59:02Z,TypeScript,45,961,1660,0.63,186
labstack,echo,31461,2015-03-01T17:43:01Z,2025-08-29T10:52:54Z,Go,109,73,1392,0.95,593
amix,vimrc,31457,2012-05-29T16:19:29Z,2025-08-29T13:16:07Z,Vim Script,0,12,510,0.98,107
IceWhaleTech,CasaOS,31448,2021-09-26T02:33:09Z,2025-08-29T14:03:36Z,Go,97,682,880,0.56,274
ReactiveX,rxjs,31434,2015-03-15T06:17:10Z,2025-08-29T04:02:46Z,TypeScript,2,220,2940,0.93,2588
OpenCut-app,OpenCut,31389,2025-06-22T08:02:17Z,2025-08-29T14:17:52Z,TypeScript,0,113,72,0.39,181
airbnb,lottie-web,31375,2015-02-20T21:02:59Z,2025-08-29T10:57:27Z,JavaScript,0,769,2125,0.73,136
servo,servo,31365,2012-02-08T19:07:25Z,2025-08-29T13:31:40Z,HTML,0,2985,11068,0.79,20633
microsoft,MS-DOS,31359,2018-06-25T18:26:02Z,2025-08-29T05:20:11Z,Assembly,0,0,0,0.00,37
xyflow,xyflow,31314,2019-07-15T14:47:30Z,2025-08-29T13:35:19Z,TypeScript,350,84,2192,0.96,1404
lutzroeder,netron,31281,2010-12-26T12:53:43Z,2025-08-29T12:59:10Z,JavaScript,3,21,1201,0.98,1
cockroachdb,cockroach,31227,2014-02-06T00:18:47Z,2025-08-29T14:11:22Z,Go,0,6437,69484,0.92,67850
backstage,backstage,31223,2020-01-24T22:39:49Z,2025-08-29T14:09:34Z,TypeScript,445,363,6711,0.95,18983
cursor,cursor,31181,2023-03-12T00:19:42Z,2025-08-29T12:37:46Z,Unknown,0,2043,1215,0.37,46
mli,paper-reading,31168,2021-10-22T06:34:51Z,2025-08-29T12:08:30Z,Unknown,0,0,0,0.00,15
google-ai-edge,mediapipe,31126,2019-06-13T19:16:41Z,2025-08-29T08:41:26Z,C++,63,437,5037,0.92,201
0xAX,linux-insides,31106,2015-01-03T18:44:57Z,2025-08-29T11:18:31Z,Python,0,29,160,0.85,584
dokku,dokku,31088,2013-06-08T10:26:57Z,2025-08-29T10:14:52Z,Shell,303,45,2754,0.98,4170
ianstormtaylor,slate,31084,2016-06-18T01:52:42Z,2025-08-29T12:23:45Z,TypeScript,205,670,2530,0.79,1944
mqyqingfeng,Blog,31044,2017-03-13T10:04:33Z,2025-08-29T03:30:29Z,Unknown,0,261,100,0.28,3
lovell,sharp,31038,2013-08-19T20:24:24Z,2025-08-29T09:11:34Z,JavaScript,99,117,3868,0.97,303
vadimdemedes,ink,31021,2017-06-12T06:12:28Z,2025-08-29T13:39:43Z,TypeScript,64,75,302,0.80,237
1Panel-dev,1Panel,31012,2022-07-19T15:44:52Z,2025-08-29T14:19:33Z,Go,96,632,4793,0.88,3868
ocrmypdf,OCRmyPDF,30994,2013-12-20T08:26:28Z,2025-08-29T14:19:10Z,Python,41,132,1137,0.90,153
MonitorControl,MonitorControl,30975,2017-09-16T21:13:40Z,2025-08-29T12:23:51Z,Swift,26,14,971,0.99,216
mathiasbynens,dotfiles,30965,2011-09-05T18:07:54Z,2025-08-29T08:04:48Z,Shell,0,138,254,0.65,44
filebrowser,filebrowser,30962,2015-09-11T21:21:58Z,2025-08-29T13:26:33Z,Go,97,19,2734,0.99,608
paperless-ngx,paperless-ngx,30951,2022-02-12T21:56:52Z,2025-08-29T14:21:37Z,Python,123,0,2113,1.00,2578
coolsnowwolf,lede,30944,2017-09-06T07:39:03Z,2025-08-29T09:26:36Z,C,6,764,8395,0.92,2021
schollz,croc,30940,2017-10-17T15:20:18Z,2025-08-29T09:41:35Z,Go,175,10,530,0.98,236
XTLS,Xray-core,30914,2020-11-09T11:23:10Z,2025-08-29T14:13:55Z,Go,90,10,2550,1.00,1024
blueimp,jQuery-File-Upload,30888,2010-12-01T15:35:32Z,2025-08-29T10:26:48Z,PHP,0,49,3258,0.99,119
derailed,k9s,30878,2019-01-25T18:46:02Z,2025-08-29T14:01:48Z,Go,248,403,1738,0.81,840
kubernetes,minikube,30871,2016-04-15T22:38:35Z,2025-08-29T07:40:42Z,Go,151,505,9629,0.95,8812
khoj-ai,khoj,30820,2021-08-16T01:48:44Z,2025-08-29T09:46:50Z,Python,159,77,476,0.86,475
juanfont,headscale,30813,2020-06-21T09:21:05Z,2025-08-29T13:06:07Z,Go,124,94,1002,0.91,1060
apache,kafka,30778,2011-08-15T18:06:16Z,2025-08-29T13:24:00Z,Java,0,0,0,0.00,11854
pathwaycom,llm-app,30779,2023-07-19T08:43:37Z,2025-08-29T14:22:00Z,Jupyter Notebook,0,4,13,0.76,47
awesome-foss,awesome-sysadmin,30769,2014-12-23T08:41:22Z,2025-08-29T13:51:52Z,Unknown,0,14,88,0.86,329
fish-shell,fish-shell,30766,2012-05-10T03:00:55Z,2025-08-29T13:46:02Z,Rust,48,484,7190,0.94,2147
Textualize,textual,30764,2021-04-08T15:24:47Z,2025-08-29T14:21:38Z,Python,185,186,2078,0.92,2182
codex-team,editor.js,30739,2015-11-28T20:56:35Z,2025-08-29T08:58:24Z,TypeScript,102,600,922,0.61,863
alibaba,p3c,30731,2017-06-23T06:15:51Z,2025-08-29T12:24:42Z,Kotlin,0,161,697,0.81,62
donnemartin,interactive-coding-challenges,30703,2015-04-28T21:36:39Z,2025-08-29T13:49:56Z,Python,0,37,32,0.46,176
google,comprehensive-rust,30698,2022-12-21T15:17:24Z,2025-08-29T14:16:37Z,Rust,0,111,235,0.68,2174
SortableJS,Sortable,30694,2013-12-19T10:10:13Z,2025-08-29T12:25:01Z,JavaScript,30,473,1344,0.74,248
utmapp,UTM,30629,2019-04-12T16:09:24Z,2025-08-29T10:40:20Z,Swift,123,886,2543,0.74,267
k3s-io,k3s,30628,2018-05-31T01:37:46Z,2025-08-29T14:04:41Z,Go,888,136,6845,0.98,4080
nextcloud,server,30604,2016-06-02T07:44:14Z,2025-08-29T13:25:50Z,PHP,352,2256,17978,0.89,28304
TriliumNext,Trilium,30584,2017-05-23T00:30:20Z,2025-08-29T13:43:22Z,TypeScript,335,1102,3513,0.76,662
ityouknow,spring-boot-examples,30581,2016-11-05T05:32:33Z,2025-08-29T09:20:43Z,Java,0,10,99,0.91,7
microsoft,calculator,30561,2019-01-28T17:55:49Z,2025-08-29T09:27:21Z,C++,0,396,718,0.64,900
microsoft,Data-Science-For-Beginners,30558,2021-03-03T16:30:15Z,2025-08-29T13:27:05Z,Jupyter Notebook,0,13,107,0.89,338
exo-explore,exo,30552,2024-06-24T18:36:22Z,2025-08-29T14:11:23Z,Python,12,362,146,0.29,207
influxdata,influxdb,30548,2013-09-26T14:31:10Z,2025-08-29T13:44:50Z,Rust,94,2072,11971,0.85,10623
gkd-kit,gkd,30538,2023-07-04T03:59:15Z,2025-08-29T14:14:43Z,Kotlin,53,13,649,0.98,6
huggingface,diffusers,30520,2022-05-30T16:04:02Z,2025-08-29T10:15:01Z,Python,86,565,4420,0.89,5027
symfony,symfony,30519,2010-01-04T14:21:21Z,2025-08-29T10:44:59Z,PHP,557,541,20703,0.97,24330
parallax,jsPDF,30509,2009-12-06T14:56:32Z,2025-08-29T05:54:19Z,JavaScript,36,116,2445,0.95,721
openai,CLIP,30475,2020-12-16T11:24:42Z,2025-08-29T09:11:53Z,Jupyter Notebook,0,242,193,0.44,28
umami-software,umami,30448,2020-07-17T07:59:00Z,2025-08-29T13:56:13Z,TypeScript,99,79,1765,0.96,804
medusajs,medusa,30419,2020-01-18T13:39:04Z,2025-08-29T13:32:12Z,TypeScript,130,91,3194,0.97,7515
ascoders,weekly,30408,2017-03-20T06:10:04Z,2025-08-29T08:28:18Z,JavaScript,193,3,363,0.99,136
facebook,rocksdb,30402,2012-11-30T06:16:18Z,2025-08-29T13:15:38Z,C++,206,771,2636,0.77,609
webtorrent,webtorrent,30387,2013-10-15T08:16:40Z,2025-08-29T14:22:05Z,JavaScript,228,65,1598,0.96,963
iawia002,lux,30363,2018-02-24T11:29:03Z,2025-08-29T13:36:33Z,Go,86,520,540,0.51,300
fabricjs,fabric.js,30351,2010-06-09T22:24:38Z,2025-08-29T13:14:03Z,TypeScript,175,424,5762,0.93,2348
layui,layui,30339,2015-09-22T08:12:03Z,2025-08-29T10:04:28Z,JavaScript,159,64,1303,0.95,594
docsifyjs,docsify,30337,2016-11-20T07:55:43Z,2025-08-29T08:17:27Z,JavaScript,15,87,1200,0.93,732
tqdm,tqdm,30335,2015-06-03T13:13:14Z,2025-08-29T08:14:24Z,Python,131,439,587,0.57,287
Binaryify,NeteaseCloudMusicApi,30315,2016-06-22T11:58:03Z,2025-08-28T10:00:01Z,Unknown,0,147,1190,0.89,292
linexjlin,GPTs,30292,2023-11-11T03:24:16Z,2025-08-29T12:46:57Z,Unknown,0,7,21,0.75,42
DioxusLabs,dioxus,30292,2021-01-15T01:57:26Z,2025-08-29T14:23:56Z,Rust,25,432,1638,0.79,1769
numpy,numpy,30265,2010-09-13T23:02:39Z,2025-08-29T10:39:43Z,Python,132,2100,11403,0.84,13111
alpinejs,alpine,30246,2019-11-28T13:51:55Z,2025-08-27T23:49:00Z,HTML,137,0,612,1.00,657
AMAI-GmbH,AI-Expert-Roadmap,30219,2020-10-24T21:49:40Z,2025-08-29T09:11:53Z,JavaScript,0,20,46,0.70,13
joshbuchea,HEAD,30219,2016-04-20T20:05:37Z,2025-08-29T02:20:35Z,Unknown,0,20,73,0.78,87
OWASP,CheatSheetSeries,30172,2018-12-21T14:26:43Z,2025-08-29T11:34:25Z,Python,0,42,492,0.92,1081
transloadit,uppy,30168,2015-11-16T12:32:33Z,2025-08-29T06:23:48Z,TypeScript,257,163,2294,0.93,3116
s0md3v,roop,30164,2023-05-28T14:37:54Z,2025-08-29T08:34:58Z,Python,6,0,0,0.00,80
GyulyVGC,sniffnet,30162,2022-07-31T21:55:56Z,2025-08-29T12:23:12Z,Rust,14,42,239,0.85,430
sequelize,sequelize,30142,2010-07-22T07:11:11Z,2025-08-29T06:43:25Z,TypeScript,487,891,9511,0.91,4961
tatsu-lab,stanford_alpaca,30132,2023-03-10T23:33:09Z,2025-08-29T12:22:41Z,Python,0,170,98,0.37,5
OAI,OpenAPI-Specification,30128,2014-03-03T16:53:36Z,2025-08-29T13:52:49Z,Markdown,12,141,2225,0.94,1589
Lightning-AI,pytorch-lightning,30041,2019-03-31T00:45:57Z,2025-08-29T13:01:42Z,Python,168,902,6502,0.88,9098
chinabugotech,hutool,30022,2014-04-13T07:23:51Z,2025-08-29T09:20:48Z,Java,153,3,2994,1.00,456
drizzle-team,drizzle-orm,30012,2021-06-24T09:03:05Z,2025-08-29T14:01:01Z,TypeScript,147,1443,1693,0.54,611
tinygrad,tinygrad,29962,2020-10-18T16:23:12Z,2025-08-29T14:19:39Z,Python,13,133,848,0.86,8040
surrealdb,surrealdb,29951,2021-12-09T15:03:29Z,2025-08-29T14:22:43Z,Rust,92,646,1518,0.70,2157
VincentGarreau,particles.js,29925,2014-09-06T14:29:47Z,2025-08-29T12:28:36Z,JavaScript,6,305,106,0.26,21
AdguardTeam,AdGuardHome,29886,2016-07-06T10:31:47Z,2025-08-29T13:18:14Z,Go,214,1134,4632,0.80,125
restic,restic,29826,2014-04-27T14:07:58Z,2025-08-29T09:36:23Z,Go,48,425,2392,0.85,2184
wailsapp,wails,29814,2018-12-15T23:14:06Z,2025-08-29T13:14:41Z,Go,243,261,1876,0.88,1504
hyprwm,Hyprland,29807,2022-03-16T19:49:13Z,2025-08-29T13:58:19Z,C++,96,61,7216,0.99,1892
DevToys-app,DevToys,29791,2021-09-29T01:40:41Z,2025-08-29T09:09:07Z,C#,38,276,658,0.70,497
firecracker-microvm,firecracker,29789,2017-10-19T06:18:47Z,2025-08-29T14:11:44Z,Rust,79,48,1406,0.97,3201
square,leakcanary,29788,2015-04-29T23:54:16Z,2025-08-29T12:26:01Z,Kotlin,43,126,1510,0.92,921
nothings,stb,29776,2014-05-25T16:51:23Z,2025-08-29T13:19:30Z,C,0,199,694,0.78,288
foundation,foundation-sites,29771,2011-10-13T23:05:42Z,2025-08-28T06:36:47Z,HTML,79,57,8179,0.99,2958
herrbischoff,awesome-macos-command-line,29762,2015-09-22T19:37:55Z,2025-08-29T05:01:15Z,Unknown,0,0,0,0.00,104
jobbole,awesome-python-cn,29759,2015-11-03T09:50:50Z,2025-08-29T09:44:39Z,Makefile,0,13,18,0.58,51
vbenjs,vue-vben-admin,29727,2020-07-11T02:29:21Z,2025-08-29T12:31:08Z,Vue,60,133,3480,0.96,1641
facebook,folly,29720,2012-06-01T20:49:04Z,2025-08-29T12:41:02Z,C++,255,294,931,0.76,13
cheeriojs,cheerio,29714,2011-10-09T04:23:20Z,2025-08-29T09:41:26Z,TypeScript,61,22,1199,0.98,2847
